points_rolling_avg,assists_rolling_avg,rebounds_rolling_avg,points_last_game,assists_last_game,rebounds_last_game,Home,Tm,Opp,rest_days,opp_avg_PTS_allowed,opp_avg_TRB_allowed,opp_avg_AST_allowed,matchup_pts,matchup_reb,matchup_ast
8.4,5.4,3.4,12.0,4.0,1.0,1,3,9,4.0,15.0,4.4,5.0,12.414634146341463,3.5609756097560976,4.658536585365853
13.4,4.0,3.2,9.0,3.0,4.0,1,1,13,1.0,5.0,2.4,2.8,13.862745098039216,3.6666666666666665,3.4313725490196076
1.6,0.4,0.4,8.0,0.0,2.0,1,1,13,1.0,14.2,4.0,1.4,1.7307692307692308,0.9230769230769231,0.38461538461538464
16.0,1.0,4.6,20.0,2.0,2.0,1,7,25,2.0,10.6,4.2,6.8,14.607843137254902,4.96078431372549,2.0588235294117645
12.2,1.6,3.0,24.0,2.0,3.0,1,12,29,1.0,18.4,10.2,3.2,6.0,1.0,2.0
11.0,1.0,3.2,12.0,0.0,2.0,1,11,26,5.0,10.354898336414047,4.166358595194085,2.4288354898336415,8.2,3.3333333333333335,1.2666666666666666
6.5,1.4166666666666667,3.4166666666666665,8.0,1.0,6.0,1,9,3,1.0,3.2,1.4,0.6,6.5,3.4166666666666665,1.4166666666666667
5.4,0.0,3.2,5.0,0.0,4.0,1,3,9,3.0,5.2,5.8,3.4,5.96,2.84,0.44
12.0,1.4,6.2,13.0,1.0,3.0,1,25,7,1.0,12.2,9.2,3.0,11.979166666666666,7.0625,1.375
1.4,0.4,1.2,0.0,1.0,1.0,1,15,16,4.0,9.0,3.8,0.6,1.6,1.7,0.3
19.8,3.8,7.2,26.0,2.0,12.0,1,21,24,2.0,10.8,4.8,2.4,22.31578947368421,7.157894736842105,4.947368421052632
6.6,1.8,4.0,0.0,0.0,2.0,1,9,3,26.0,12.0,5.8,4.2,9.368421052631579,4.605263157894737,3.3684210526315788
20.0,1.4,8.0,18.0,2.0,7.0,1,1,13,3.0,1.0,2.8,2.0,19.14814814814815,7.0,2.037037037037037
1.4,0.2,0.2,0.0,0.0,0.0,1,29,12,2.0,18.8,5.8,4.0,4.0,2.0,2.0
0.8,0.2,0.6,4.0,1.0,2.0,1,6,20,1.0,5.6,1.2,2.4,0.0,0.0,0.0
18.8,7.2,3.0,16.0,8.0,2.0,1,13,1,2.0,5.0,2.6,1.4,18.545454545454547,4.2727272727272725,6.090909090909091
4.4,1.0,1.6,5.0,1.0,6.0,1,9,3,1.0,5.2,3.6,2.4,7.076923076923077,3.3846153846153846,1.7692307692307692
6.2,1.2,4.6,2.0,1.0,2.0,1,1,13,1.0,10.0,1.6,2.2,5.130434782608695,4.934782608695652,1.565217391304348
11.4,4.0,9.4,12.0,0.0,10.0,1,15,16,2.0,7.8,4.4,5.0,16.0,5.0,5.0
2.8,0.6,3.2,0.0,0.0,1.0,1,13,1,4.0,10.4,4.6,1.0,2.107142857142857,2.142857142857143,0.42857142857142855
6.4,1.8,3.0,2.0,2.0,2.0,1,24,21,4.0,8.2,3.0,3.4,3.953488372093023,2.13953488372093,0.8604651162790697
11.4,1.2,2.0,11.0,1.0,3.0,1,24,21,2.0,10.2,3.0,3.6,8.425,1.95,2.075
27.6,5.2,6.2,18.0,7.0,6.0,1,15,16,4.0,8.6,2.2,2.6,18.0,5.0,5.0
6.2,1.4,2.0,12.0,2.0,3.0,1,11,26,5.0,17.6,8.0,7.0,5.777777777777778,2.5555555555555554,1.2777777777777777
7.8,2.0,3.0,5.0,1.0,3.0,1,21,24,2.0,14.8,4.2,4.2,4.739130434782608,1.7391304347826086,1.391304347826087
18.6,2.0,9.8,14.0,2.0,12.0,1,6,20,1.0,7.4,4.8,1.0,8.0,6.0,2.0
0.8333333333333334,0.16666666666666666,0.5,0.0,0.0,0.0,1,11,26,5.0,4.0,4.4,1.6,0.8333333333333334,0.5,0.16666666666666666
7.6,6.0,2.8,10.0,3.0,2.0,1,11,26,5.0,4.4,2.4,1.0,9.83673469387755,2.63265306122449,4.510204081632653
1.8,0.6,1.6,2.0,2.0,3.0,1,26,11,4.0,9.2,8.4,0.8,4.638888888888889,2.8055555555555554,1.4444444444444444
24.2,4.2,4.8,36.0,9.0,4.0,1,6,20,1.0,14.2,2.6,3.8,25.0,5.0,5.0
11.4,2.6,9.2,10.0,3.0,10.0,1,21,24,2.0,16.8,9.8,3.2,10.578947368421053,7.315789473684211,2.473684210526316
4.0,2.0,2.8,3.0,1.0,1.0,1,16,15,8.0,16.4,6.6,3.2,10.0,8.0,1.0
22.6,3.6,8.0,21.0,5.0,8.0,1,11,26,5.0,3.0,2.2,0.8,20.7,7.38,3.42
3.0,1.0,3.8,0.0,1.0,7.0,1,20,6,1.0,8.0,4.4,1.6,3.0,6.0,0.0
11.4,1.8,9.8,8.0,0.0,3.0,1,27,0,2.0,11.0,3.8,1.2,13.0,6.0,1.0
0.0,0.0,1.2,0.0,0.0,0.0,1,16,15,4.0,4.8,5.8,1.4,1.0769230769230769,1.5384615384615385,0.07692307692307693
5.4,2.2,1.4,10.0,1.0,2.0,1,6,20,1.0,7.4,2.2,2.0,7.0,2.0,4.0
17.4,5.6,6.4,19.0,2.0,8.0,1,27,0,2.0,6.8,3.4,1.6,17.0,6.0,4.0
8.0,3.2,2.8,12.0,3.0,3.0,1,27,0,2.0,6.2,4.2,1.4,6.0,6.0,2.0
12.0,5.4,4.4,11.0,9.0,7.0,1,7,25,2.0,15.2,7.6,3.2,18.0,9.0,10.0
1.8,0.4,1.0,0.0,1.0,0.0,1,24,21,5.0,9.0,2.8,1.8,2.28,0.88,0.24
3.0,0.0,0.4,11.0,0.0,0.0,1,15,16,2.0,12.0,2.8,2.2,8.0,4.0,3.0
13.6,2.4,5.4,8.0,1.0,7.0,1,11,26,5.0,13.0,7.4,5.2,16.354166666666668,5.75,1.8541666666666667
11.0,7.4,3.6,10.0,9.0,4.0,1,26,11,4.0,3.4,3.0,1.0,9.346938775510203,4.081632653061225,8.16326530612245
11.0,3.2,2.6,8.0,5.0,2.0,1,29,12,2.0,4.8,3.6,3.0,2.0,4.0,1.0
10.0,3.0,4.4,8.0,3.0,6.0,1,15,16,2.0,2.4,1.6,1.4,10.263157894736842,4.7894736842105265,3.526315789473684
13.4,1.0,4.4,8.0,0.0,3.0,1,26,11,4.0,11.6,2.2,1.8,11.847826086956522,4.586956521739131,1.3695652173913044
1.0,0.2,0.6,0.0,0.0,0.0,1,24,21,5.0,9.4,5.2,1.2,2.4857142857142858,1.1428571428571428,0.45714285714285713
26.4,7.6,2.8,13.0,9.0,2.0,1,0,27,1.0,20.2,5.2,3.8,34.0,2.0,10.0
5.0,0.6,2.2,0.0,0.0,0.0,1,15,16,2.0,10.0,3.8,1.6,2.0,0.0,0.0
9.6,1.2,2.6,5.0,1.0,5.0,1,13,1,2.0,5.0,3.2,0.6,8.75,2.875,1.5208333333333333
14.8,4.4,6.4,12.0,5.0,9.0,1,29,12,2.0,4.8,3.6,1.6,0.0,2.0,1.0
9.6,2.0,1.2,20.0,1.0,1.0,1,21,24,2.0,10.6,4.4,1.2,8.98,2.04,1.84
12.2,3.2,3.0,22.0,4.0,5.0,1,15,16,2.0,5.6,5.2,1.8,11.0,5.0,5.0
10.0,1.4,2.8,6.0,2.0,2.0,1,16,15,4.0,12.2,2.0,2.0,10.705882352941176,2.4705882352941178,1.3529411764705883
6.2,0.6,2.6,6.0,0.0,2.0,1,20,6,1.0,9.4,2.4,1.8,3.0,2.0,1.0
6.8,1.4,1.4,8.0,0.0,2.0,1,0,27,1.0,7.4,4.0,2.8,11.0,2.0,6.0
14.0,1.4,5.8,9.0,0.0,5.0,1,13,1,2.0,10.8,6.6,0.8,12.785714285714286,5.095238095238095,1.5238095238095237
12.8,2.8,4.0,10.0,2.0,5.0,1,26,11,4.0,7.2,4.8,2.6,11.63265306122449,4.0,1.7755102040816326
3.2,0.4,3.4,0.0,1.0,2.0,1,24,21,2.0,9.0,4.2,2.8,3.2162162162162162,2.810810810810811,0.4594594594594595
6.4,2.6,2.2,7.0,5.0,3.0,1,20,6,1.0,6.8,4.0,2.2,6.0,3.0,2.0
1.8,0.2,0.2,0.0,0.0,0.0,1,25,7,4.0,20.2,4.4,4.4,16.0,1.0,0.0
10.4,5.4,3.0,7.0,3.0,1.0,1,11,26,5.0,4.6,2.4,0.2,10.852941176470589,3.4411764705882355,5.088235294117647
10.6,2.6,3.4,5.0,4.0,5.0,1,20,6,1.0,15.4,6.2,3.6,18.0,5.0,3.0
8.8,1.0,2.2,16.0,0.0,2.0,1,13,1,2.0,18.8,5.6,3.2,5.0,5.0,2.0
28.8,5.8,6.4,30.0,5.0,5.0,1,21,24,48.0,5.2,2.8,1.6,24.78787878787879,5.363636363636363,5.090909090909091
7.4,0.8,3.2,15.0,0.0,4.0,1,1,13,1.0,9.4,5.6,3.0,7.488372093023256,2.9302325581395348,1.0
10.0,4.2,2.6,26.0,7.0,7.0,1,12,29,1.0,12.8,5.0,2.4,8.222222222222221,3.388888888888889,3.5
7.6,2.4,1.2,3.0,3.0,2.0,1,13,1,2.0,10.6,6.4,4.4,5.380952380952381,1.2619047619047619,1.2619047619047619
2.8,1.0,4.4,2.0,0.0,4.0,1,24,21,2.0,3.2,0.6,1.2,5.666666666666667,6.0,1.1111111111111112
2.0,0.6,1.2,5.0,1.0,1.0,1,6,20,20.0,10.2,4.2,3.2,1.7142857142857142,1.1428571428571428,0.5714285714285714
7.0,0.4,4.4,4.0,1.0,7.0,1,3,9,3.0,11.2,7.0,3.2,8.446808510638299,5.617021276595745,0.9148936170212766
4.0,3.0,1.8,5.0,3.0,2.0,1,26,11,4.0,15.4,6.4,5.0,4.392857142857143,2.0714285714285716,3.7142857142857144
5.4,1.0,4.2,7.0,1.0,2.0,1,25,7,1.0,5.8,2.8,2.6,6.463414634146342,4.634146341463414,0.9512195121951219
14.6,2.8,12.8,21.0,3.0,19.0,1,12,29,4.0,6.4,5.0,1.0,18.0,16.0,1.0
1.8,0.6,0.2,3.0,1.0,0.0,1,21,24,2.0,11.0,2.0,4.2,1.9333333333333333,0.7666666666666667,0.8
13.4,2.2,2.2,17.0,1.0,1.0,1,27,0,2.0,16.4,7.0,3.4,6.0,6.0,1.0
2.0,0.6,0.0,2.0,3.0,0.0,1,6,20,1.0,10.6,4.6,3.4,2.764705882352941,0.7647058823529411,1.1176470588235294
0.0,0.4,0.6,0.0,1.0,0.0,1,24,21,5.0,8.6,4.2,1.4,0.0,0.5,0.3333333333333333
9.8,4.2,3.4,5.0,3.0,4.0,1,3,9,3.0,23.6,7.4,6.6,7.166666666666667,3.433333333333333,3.466666666666667
3.0,0.8,1.2,3.0,1.0,3.0,1,27,0,2.0,7.2,4.6,1.2,5.0,0.0,1.0
5.6,0.6,0.8,18.0,3.0,1.0,1,3,9,3.0,8.8,3.4,3.8,5.85,1.7,1.325
4.8,1.4,3.2,4.0,2.0,6.0,1,0,27,8.0,12.6,1.6,4.4,0.0,1.0,0.0
4.4,0.8,2.4,3.0,0.0,2.0,1,13,1,2.0,4.4,1.2,1.4,9.416666666666666,3.0625,0.875
4.8,1.2,3.6,3.0,2.0,0.0,1,9,3,1.0,4.0,1.2,0.6,5.5,2.4285714285714284,0.7142857142857143
17.0,3.0,3.0,11.0,1.0,4.0,1,26,11,4.0,7.0,2.8,2.0,12.625,2.8333333333333335,3.625
5.8,2.0,7.2,0.0,0.0,2.0,1,9,3,1.0,5.8,2.4,2.4,5.155555555555556,6.911111111111111,1.8666666666666667
8.0,2.6,4.2,3.0,2.0,4.0,1,29,12,2.0,10.6,1.8,2.0,3.0,2.0,4.0
12.0,3.2,4.0,17.0,4.0,6.0,1,29,12,2.0,8.0,2.6,1.2,3.0,4.0,1.0
3.2,0.2,1.2,2.0,0.0,0.0,1,12,29,3.0,10.6,4.4,1.2,4.0,2.0,0.0
9.2,2.2,5.4,0.0,2.0,6.0,1,24,21,4.0,8.0,4.8,1.4,10.18,5.92,2.02
5.8,1.0,2.4,3.0,1.0,1.0,1,7,25,2.0,6.2,1.8,1.0,9.0,4.0,1.0
30.4,5.6,12.6,34.0,6.0,15.0,1,16,15,4.0,14.2,3.2,1.0,31.61904761904762,12.333333333333334,5.976190476190476
4.8,1.4,4.6,4.0,2.0,11.0,1,12,29,1.0,13.2,6.8,3.6,2.65,2.25,0.7
15.2,3.0,9.2,17.0,4.0,9.0,1,0,27,1.0,14.4,8.0,2.4,15.0,4.0,3.0
8.8,2.8,4.2,10.0,1.0,4.0,1,20,6,1.0,6.8,2.8,0.6,12.0,6.0,2.0
4.4,1.4,1.4,0.0,0.0,0.0,1,25,7,1.0,14.4,3.6,2.4,7.8604651162790695,2.7906976744186047,1.7209302325581395
6.4,1.0,1.8,7.0,2.0,1.0,1,16,15,4.0,12.2,3.2,4.0,4.970588235294118,1.5588235294117647,1.2058823529411764
7.4,2.2,2.6,5.0,3.0,4.0,1,6,20,1.0,4.8,3.0,1.0,5.0,3.0,1.0
25.4,5.6,4.2,25.0,4.0,5.0,1,16,15,4.0,10.4,2.2,3.2,37.0,3.0,12.0
15.6,2.8,9.0,30.0,2.0,7.0,1,6,20,1.0,11.8,7.8,3.0,16.0,7.0,5.0
3.4,0.0,1.0,6.0,0.0,1.0,1,16,15,8.0,17.4,3.2,2.2,3.0,2.0,0.0
2.6,0.8,1.8,1.0,2.0,6.0,1,3,9,3.0,3.4,1.2,0.4,3.7872340425531914,1.4893617021276595,1.2127659574468086
5.6,1.8,4.0,16.0,2.0,5.0,1,9,3,1.0,12.2,5.6,2.0,4.0,2.576923076923077,1.1538461538461537
5.8,2.4,9.8,11.0,2.0,8.0,1,9,3,1.0,16.4,3.6,9.2,7.829787234042553,6.0638297872340425,2.0638297872340425
23.0,9.8,6.4,21.0,13.0,10.0,1,13,1,2.0,18.6,2.8,2.8,24.456521739130434,7.782608695652174,9.043478260869565
9.2,1.2,2.2,8.0,3.0,5.0,1,3,9,3.0,15.2,4.8,1.0,9.404761904761905,4.166666666666667,2.1666666666666665
1.0,0.6,1.8,0.0,0.0,0.0,1,1,13,1.0,6.8,4.0,2.4,1.0,1.4444444444444444,0.4444444444444444
11.2,3.0,5.4,13.0,1.0,4.0,1,20,6,1.0,9.4,3.8,2.4,10.0,6.0,5.0
4.0,1.0,3.4,9.0,2.0,3.0,1,16,15,4.0,8.0,7.4,2.6,4.368421052631579,3.4210526315789473,1.4210526315789473
21.8,7.8,3.8,20.0,9.0,4.0,1,25,7,1.0,11.0,3.0,3.8,25.0,6.0,10.0
13.4,1.0,1.8,13.0,2.0,3.0,1,14,18,2.0,13.4,4.6,3.2,10.0,2.0,2.0
5.6,0.2,1.8,13.0,0.0,2.0,1,14,18,2.0,15.0,6.6,2.6,7.0,2.0,0.0
9.88888888888889,0.8888888888888888,3.888888888888889,3.0,0.0,2.0,1,14,18,2.0,17.8,5.8,4.6,9.88888888888889,3.888888888888889,0.8888888888888888
13.4,2.4,5.0,7.0,0.0,4.0,1,24,4,1.0,3.6,3.4,2.0,17.386363636363637,3.8181818181818183,2.3863636363636362
9.0,3.2,2.2,3.0,2.0,2.0,1,18,14,4.0,9.6,1.4,1.0,9.62962962962963,1.962962962962963,4.111111111111111
7.0,3.0,3.2,5.0,5.0,1.0,1,5,22,2.0,5.2,3.2,1.0,8.5,4.333333333333333,2.9583333333333335
20.0,6.2,7.6,11.0,9.0,5.0,1,22,5,3.0,8.6,4.6,3.0,11.0,5.0,1.0
9.4,3.4,1.2,9.0,3.0,0.0,1,22,5,3.0,6.4,2.8,2.6,7.0,0.0,0.0
10.2,2.2,2.6,9.0,5.0,1.0,1,4,24,2.0,12.2,6.0,1.2,11.823529411764707,3.0,2.5294117647058822
11.4,1.8,3.8,11.0,1.0,3.0,1,22,5,3.0,10.6,6.0,2.2,8.090909090909092,3.090909090909091,1.4090909090909092
25.0,3.2,14.0,38.0,5.0,9.0,1,4,24,2.0,12.6,2.8,4.6,15.565217391304348,9.608695652173912,2.4782608695652173
3.0,0.8,2.4,0.0,0.0,1.0,1,5,22,2.0,12.6,4.2,2.6,8.0,3.0,1.0
6.8,0.6,4.2,1.0,0.0,3.0,1,18,14,4.0,12.0,2.6,2.6,0.0,0.0,0.0
20.2,2.0,5.4,22.0,1.0,6.0,1,14,18,2.0,16.2,5.2,2.4,26.555555555555557,6.388888888888889,2.9444444444444446
7.2,2.0,3.4,5.0,1.0,4.0,1,4,24,2.0,8.0,5.8,1.8,7.846153846153846,4.512820512820513,2.282051282051282
5.0,1.2,3.6,8.0,1.0,0.0,1,4,24,2.0,6.0,1.6,3.6,7.488888888888889,2.8444444444444446,1.4666666666666666
20.6,4.0,4.2,45.0,4.0,8.0,1,18,14,4.0,20.6,3.8,2.2,32.0,5.0,4.0
14.4,1.6,8.8,17.0,3.0,13.0,1,5,22,2.0,19.0,6.4,2.2,6.0,6.0,2.0
10.4,0.4,1.8,18.0,0.0,1.0,1,18,14,4.0,10.2,4.2,2.4,9.0,2.0,0.0
4.0,3.6,2.4,0.0,4.0,3.0,1,14,18,2.0,13.2,6.6,5.6,7.388888888888889,3.2222222222222223,3.6666666666666665
11.4,1.6,2.0,10.0,3.0,0.0,1,24,4,1.0,7.6,3.2,2.8,8.425,1.95,2.075
22.8,6.2,4.0,24.0,8.0,2.0,1,14,18,2.0,11.6,3.6,3.8,18.0,4.0,8.0
1.8,1.6,4.0,0.0,3.0,3.0,1,5,22,2.0,2.4,2.4,0.2,1.0,2.0,0.0
6.8,1.6,6.2,12.0,0.0,6.0,1,18,14,9.0,5.8,7.4,1.4,6.0,6.0,2.0
4.0,1.0,1.2,6.0,1.0,1.0,1,4,24,2.0,11.4,8.2,2.4,5.333333333333333,1.6666666666666667,1.4444444444444444
6.8,0.4,4.8,3.0,1.0,3.0,1,22,5,3.0,2.6,3.6,0.8,3.0,3.0,1.0
3.6,0.6,4.2,2.0,1.0,4.0,1,24,4,1.0,9.4,4.0,3.2,3.2162162162162162,2.810810810810811,0.4594594594594595
13.8,2.2,6.2,8.0,2.0,3.0,1,22,5,3.0,7.2,3.0,1.4,16.842105263157894,7.842105263157895,2.4210526315789473
15.4,7.0,3.2,4.0,2.0,0.0,1,24,4,1.0,5.6,4.0,1.6,12.555555555555555,3.066666666666667,5.355555555555555
2.8,2.4,5.8,0.0,1.0,4.0,1,18,14,4.0,8.0,2.4,0.8,5.0,6.0,2.0
23.0,6.8,2.4,26.0,5.0,2.0,1,5,22,2.0,15.4,3.0,2.8,26.0,5.0,4.0
4.2,0.4,5.8,7.0,1.0,6.0,1,14,18,2.0,11.8,6.2,1.2,14.0,9.0,2.0
3.0,0.2,1.6,0.0,0.0,1.0,1,4,24,2.0,15.6,2.6,8.2,5.388888888888889,2.9444444444444446,1.1666666666666667
12.4,3.0,5.0,22.0,3.0,3.0,1,22,5,3.0,10.6,5.0,2.4,7.0,3.0,1.0
4.0,0.8,1.2,2.0,0.0,1.0,1,4,24,19.0,13.2,10.2,2.0,6.2105263157894735,2.263157894736842,2.263157894736842
6.8,2.6,6.8,4.0,6.0,8.0,1,18,14,4.0,5.4,3.8,1.4,11.0,11.0,6.0
13.8,3.8,2.6,21.0,3.0,3.0,1,24,4,1.0,6.2,3.0,1.8,18.4375,2.75,4.979166666666667
21.0,7.8,7.4,26.0,11.0,9.0,1,18,14,4.0,19.4,5.4,4.4,15.0,7.0,9.0
1.6,0.6,2.8,2.0,2.0,3.0,1,18,14,4.0,8.4,4.6,0.6,2.2857142857142856,3.142857142857143,0.6428571428571429
8.6,0.6,5.2,8.0,0.0,5.0,1,5,22,2.0,7.6,2.2,0.8,13.0,5.0,2.0
26.2,4.0,5.4,19.0,3.0,3.0,1,5,22,2.0,15.0,10.6,6.8,19.0,4.0,5.0
13.2,2.8,4.2,23.0,3.0,4.0,1,14,18,2.0,12.6,4.2,2.6,9.0,4.0,3.0
6.0,1.6,5.2,8.0,3.0,8.0,1,5,22,2.0,10.6,4.0,1.6,6.0,4.0,2.0
7.6,3.4,2.2,2.0,0.0,0.0,1,22,5,3.0,13.4,2.8,2.8,9.0,0.0,1.0
3.0,0.2,2.6,3.0,0.0,2.0,1,4,24,2.0,4.8,1.6,1.0,4.690476190476191,7.119047619047619,0.8809523809523809
31.0,6.2,3.8,28.0,10.0,2.0,1,22,5,3.0,17.6,3.2,4.6,27.0,1.0,3.0
5.8,1.4,2.2,7.0,3.0,5.0,1,5,22,2.0,3.8,1.6,0.4,0.0,1.0,0.0
12.2,2.0,2.8,18.0,0.0,4.0,1,5,22,2.0,4.0,2.0,1.6,11.0,4.0,4.0
14.6,4.4,9.4,13.0,5.0,5.0,1,24,4,1.0,4.6,3.2,2.2,14.612244897959183,6.428571428571429,3.36734693877551
6.2,1.0,9.0,4.0,2.0,14.0,1,24,4,10.0,17.6,4.2,4.0,5.026315789473684,6.447368421052632,0.7368421052631579
7.8,1.4,4.0,9.0,3.0,3.0,1,14,18,2.0,10.0,6.2,3.4,3.0,4.0,0.0
2.6,0.2,2.2,0.0,0.0,1.0,1,18,14,7.0,15.0,6.4,4.2,3.7,2.4,0.55
11.2,2.4,4.6,16.0,3.0,6.0,1,24,4,1.0,19.2,6.8,1.8,10.18,5.92,2.02
25.8,3.8,6.6,24.0,2.0,7.0,1,18,14,4.0,14.4,3.6,1.2,25.625,5.625,4.1875
3.4,0.2,1.4,6.0,0.0,0.0,1,4,24,2.0,4.0,1.0,0.6,2.0,0.0,0.0
3.2,1.4,8.8,0.0,0.0,0.0,1,14,18,7.0,1.8,1.6,0.6,0.0,3.0,1.0
3.2,2.6,2.4,0.0,2.0,2.0,1,4,24,2.0,13.2,2.0,3.6,7.472222222222222,2.4166666666666665,3.5277777777777777
13.8,1.8,3.8,12.0,4.0,4.0,1,24,4,1.0,14.4,4.4,1.2,14.7,3.325,2.225
14.0,0.6,2.0,20.0,1.0,2.0,1,18,4,1.0,11.4,8.6,2.0,10.909090909090908,2.484848484848485,0.9696969696969697
3.0,0.2,1.4,0.0,1.0,2.0,1,16,12,2.0,9.2,0.6,1.8,1.9259259259259258,1.1851851851851851,0.2962962962962963
4.4,0.6,1.0,4.0,0.0,1.0,1,4,18,1.0,7.6,5.8,3.6,5.333333333333333,1.6666666666666667,1.4444444444444444
16.0,3.0,3.4,28.0,3.0,1.0,1,6,1,2.0,6.2,1.0,2.4,10.3,2.42,3.74
2.4,0.8,1.4,2.0,1.0,1.0,1,8,21,3.0,12.8,4.0,4.2,5.0,0.0,0.0
10.0,1.4,2.0,3.0,2.0,2.0,1,9,13,2.0,4.2,0.4,0.8,5.0,0.0,0.0
3.8,1.2,4.0,0.0,0.0,1.0,1,12,16,2.0,8.4,4.0,2.4,2.65,2.25,0.7
0.8,0.8,1.2,0.0,0.0,0.0,1,27,0,4.0,11.4,6.0,3.8,0.0,3.0,1.0
1.8,0.2,0.6,0.0,0.0,1.0,1,17,7,5.0,11.6,4.6,2.4,3.4,1.3,0.1
1.2,0.0,1.0,0.0,0.0,2.0,1,7,17,4.0,5.6,4.8,2.0,1.8709677419354838,1.032258064516129,0.12903225806451613
4.8,0.5,1.5,0.0,0.0,1.0,1,17,7,8.0,7.4,3.4,2.6,4.8,1.5,0.5
30.6,6.0,12.4,25.0,4.0,12.0,1,16,12,2.0,8.4,3.4,1.4,31.61904761904762,12.333333333333334,5.976190476190476
16.4,0.6,5.8,19.0,0.0,8.0,1,12,16,2.0,26.6,8.8,5.0,11.15,4.2,0.85
11.0,2.2,4.6,9.0,1.0,2.0,1,8,21,3.0,10.6,3.6,1.6,17.0,8.0,2.0
17.2,2.4,3.0,33.0,3.0,3.0,1,5,10,1.0,13.4,2.2,1.6,18.0,4.0,0.0
4.0,1.6,8.0,2.0,3.0,12.0,1,8,21,3.0,8.2,5.6,2.0,7.0,8.0,3.0
2.4,1.0,4.6,0.0,2.0,5.0,1,19,25,8.0,9.6,4.4,1.8,1.641025641025641,3.3076923076923075,0.5641025641025641
4.6,1.2,1.0,2.0,0.0,0.0,1,22,3,4.0,16.6,4.2,3.2,4.387096774193548,1.3548387096774193,1.4516129032258065
9.4,1.8,4.8,19.0,2.0,7.0,1,9,13,2.0,11.0,3.0,1.6,4.0,2.576923076923077,1.1538461538461537
20.4,7.6,3.6,15.0,7.0,2.0,1,25,19,2.0,18.6,3.0,3.4,18.093023255813954,3.7906976744186047,5.744186046511628
22.8,1.4,4.2,17.0,0.0,6.0,1,28,14,3.0,17.4,6.6,3.0,35.0,9.0,2.0
8.6,2.8,2.0,9.0,3.0,1.0,1,6,1,2.0,10.2,4.0,2.4,10.291666666666666,3.7708333333333335,2.1458333333333335
5.2,1.0,2.6,6.0,1.0,6.0,1,7,17,2.0,5.4,2.0,1.8,2.0,1.0,0.0
10.0,1.8,2.8,10.0,0.0,3.0,1,21,8,2.0,11.2,3.0,0.6,9.0,1.0,0.0
9.2,1.6,3.0,13.0,2.0,3.0,1,11,26,2.0,17.2,4.4,1.8,13.0,3.0,2.0
20.2,6.2,4.6,15.0,10.0,5.0,1,28,14,3.0,7.6,4.4,3.6,12.0,2.0,7.0
9.88888888888889,0.8888888888888888,3.888888888888889,10.0,0.0,7.0,1,14,28,1.0,15.0,5.0,3.0,9.88888888888889,3.888888888888889,0.8888888888888888
0.4,0.0,0.4,2.0,0.0,0.0,1,16,12,2.0,13.8,2.2,5.0,0.631578947368421,0.7368421052631579,0.10526315789473684
7.4,3.0,2.2,5.0,3.0,2.0,1,8,21,3.0,9.4,1.6,1.4,0.0,0.0,0.0
11.0,2.2,3.4,8.0,4.0,2.0,1,23,29,3.0,19.4,8.0,3.2,21.0,5.0,0.0
4.0,1.0,2.8,3.0,1.0,1.0,1,9,13,2.0,11.4,3.4,1.2,5.5,2.4285714285714284,0.7142857142857143
1.4,0.6,1.2,0.0,0.0,1.0,1,4,18,10.0,11.6,4.0,3.8,2.4761904761904763,3.4285714285714284,0.5238095238095238
13.4,5.6,2.6,13.0,8.0,5.0,1,16,12,6.0,7.4,5.2,2.6,12.608695652173912,3.6956521739130435,4.434782608695652
10.2,2.4,3.6,5.0,3.0,0.0,1,22,3,4.0,15.6,3.6,2.6,7.904761904761905,2.761904761904762,1.5714285714285714
2.6,0.6,0.4,3.0,0.0,1.0,1,5,10,5.0,9.8,3.6,1.8,3.5384615384615383,1.0,0.9230769230769231
5.8,1.6,5.6,11.0,1.0,4.0,1,19,25,4.0,5.6,2.6,0.8,6.533333333333333,5.833333333333333,1.0333333333333334
9.2,3.8,3.8,9.0,4.0,3.0,1,3,22,2.0,17.6,5.6,5.4,3.0,2.0,2.0
23.4,5.8,6.8,30.0,3.0,5.0,1,22,3,1.0,4.8,2.0,1.4,12.0,7.0,2.0
20.6,5.0,6.2,17.0,3.0,8.0,1,1,6,2.0,6.6,3.0,0.8,23.177777777777777,6.088888888888889,4.777777777777778
13.8,2.4,2.2,15.0,3.0,3.0,1,27,0,2.0,18.8,7.4,3.6,15.0,3.0,3.0
14.8,2.6,13.0,11.0,2.0,9.0,1,12,16,2.0,9.8,3.0,1.4,15.16326530612245,12.653061224489797,2.489795918367347
13.6,3.6,6.2,12.0,3.0,13.0,1,22,3,1.0,19.2,6.2,2.8,4.0,3.0,0.0
6.0,2.4,9.2,4.0,3.0,3.0,1,9,13,2.0,20.2,4.6,7.2,11.0,9.0,4.0
23.4,9.4,8.2,20.0,6.0,14.0,1,13,9,2.0,18.4,4.8,5.0,31.0,4.0,10.0
11.6,1.8,3.4,7.0,2.0,2.0,1,6,1,5.0,11.0,5.8,2.8,13.688888888888888,3.4444444444444446,2.0444444444444443
3.0,1.2,1.8,2.0,2.0,0.0,1,3,22,2.0,7.0,2.0,2.2,0.0,0.0,0.0
27.4,8.4,5.4,29.0,11.0,6.0,1,8,21,3.0,7.8,2.8,2.8,19.0,8.0,9.0
