points_rolling_avg,assists_rolling_avg,rebounds_rolling_avg,points_last_game,assists_last_game,rebounds_last_game,Home,Tm,Opp,rest_days,opp_avg_PTS_allowed,opp_avg_TRB_allowed,opp_avg_AST_allowed,matchup_pts,matchup_reb,matchup_ast
7.0,1.6,3.8,12.0,2.0,6.0,1,9,28,3.0,5.2,2.4,1.2,6.5,3.4166666666666665,1.4166666666666667
6.0,2.2,7.4,4.0,1.0,6.0,1,9,28,3.0,12.8,4.8,4.8,12.0,9.0,2.0
18.2,1.6,2.0,35.0,1.0,2.0,1,0,10,1.0,13.0,3.2,4.4,18.972972972972972,3.918918918918919,1.5405405405405406
12.8,1.6,2.0,8.0,2.0,2.0,1,16,24,1.0,5.0,1.2,0.6,5.0,2.0,0.0
22.6,10.0,8.2,22.0,8.0,7.0,1,13,22,1.0,20.0,5.8,7.2,21.0,12.0,13.0
4.8,0.8,2.2,0.0,0.0,0.0,1,24,16,2.0,6.2,2.2,2.2,4.0,3.0,1.0
12.4,4.6,3.4,22.0,3.0,3.0,1,16,24,1.0,7.8,5.4,2.6,2.0,7.0,3.0
11.8,1.2,9.8,22.0,2.0,15.0,1,24,16,7.0,15.2,7.0,2.2,10.0,13.0,0.0
6.4,3.2,4.2,13.0,2.0,2.0,1,9,28,15.0,8.8,2.8,2.6,7.0,6.0,3.0
11.2,8.0,3.6,12.0,8.0,2.0,1,28,9,1.0,12.2,4.8,2.6,6.4523809523809526,2.9047619047619047,5.523809523809524
6.2,1.6,6.8,6.0,3.0,8.0,1,28,9,1.0,7.8,3.4,1.6,0.0,0.0,0.0
19.0,5.0,8.0,28.0,8.0,8.0,1,24,16,2.0,14.6,10.0,2.0,19.0,14.0,4.0
6.6,0.6,4.8,4.0,1.0,7.0,1,22,13,3.0,10.162962962962963,3.9166666666666665,2.4962962962962965,3.0,1.0,0.0
11.0,4.0,1.4,10.0,3.0,1.0,1,9,28,3.0,17.0,7.8,5.4,14.425531914893616,2.6382978723404253,5.468085106382978
17.2,6.0,3.4,17.0,6.0,5.0,1,13,22,1.0,15.6,5.4,3.0,20.0,6.0,7.0
8.2,0.6,5.8,4.0,1.0,10.0,1,28,9,1.0,10.6,2.4,3.0,4.0,2.0,2.0
0.4,0.0,0.0,0.0,0.0,0.0,1,16,24,3.0,13.4,4.2,3.2,0.631578947368421,0.7368421052631579,0.10526315789473684
8.4,1.4,2.6,10.0,0.0,4.0,1,9,28,3.0,11.6,4.0,2.4,27.0,4.0,6.0
2.8,0.6,2.0,0.0,0.0,0.0,1,13,22,3.0,9.4,2.4,2.6,0.0,1.0,1.0
4.2,1.4,0.6,0.0,1.0,0.0,1,16,24,1.0,1.6,2.6,0.8,2.0,0.0,1.0
30.6,7.2,3.4,31.0,9.0,5.0,1,22,13,3.0,14.6,3.0,2.2,27.84090909090909,3.4318181818181817,6.204545454545454
14.4,1.8,2.6,2.0,3.0,2.0,1,24,16,2.0,14.0,5.2,3.2,14.7,3.325,2.225
14.6,1.2,2.8,16.0,1.0,3.0,1,28,9,3.0,5.6,3.0,2.4,9.95,2.45,1.85
8.2,0.4,2.6,2.0,0.0,2.0,1,13,22,1.0,2.8,2.4,1.0,2.0,4.0,0.0
5.8,1.0,1.6,3.0,0.0,4.0,1,28,9,8.0,15.4,4.8,1.0,7.0,1.0,0.0
9.8,2.0,4.4,2.0,1.0,1.0,1,10,0,3.0,13.8,2.4,3.6,9.9375,3.21875,0.8125
0.0,0.0,1.6,0.0,0.0,3.0,1,16,24,5.0,7.0,3.8,1.2,1.0769230769230769,1.5384615384615385,0.07692307692307693
20.4,5.4,3.8,19.0,4.0,5.0,1,28,9,1.0,10.6,4.2,1.4,12.0,2.0,1.0
1.8,0.2,1.8,6.0,0.0,3.0,1,10,0,8.0,5.2,1.2,1.0,3.52,2.88,0.88
1.0,0.6,0.4,0.0,2.0,0.0,1,24,16,5.0,13.2,5.0,4.2,2.4857142857142858,1.1428571428571428,0.45714285714285713
0.0,0.2,0.2,0.0,0.0,0.0,1,13,22,5.0,17.6,3.8,1.8,0.0,0.0,0.0
0.6,1.0,0.6,0.0,1.0,2.0,1,13,22,1.0,10.2,1.2,2.2,6.17948717948718,1.8461538461538463,2.1025641025641026
11.0,2.2,5.4,10.0,1.0,6.0,1,16,24,1.0,9.8,2.6,2.6,5.0,6.0,0.0
5.0,3.4,1.4,5.0,3.0,1.0,1,22,13,4.0,7.0,2.0,1.8,2.0,0.0,1.0
1.2,0.2,0.2,0.0,0.0,0.0,1,24,16,5.0,10.2,4.6,0.6,1.625,0.125,0.125
3.0,0.6,1.8,0.0,0.0,1.0,1,22,13,7.0,4.2,2.6,4.4,2.142857142857143,1.4285714285714286,0.42857142857142855
9.0,1.8,3.4,7.0,1.0,3.0,1,22,13,3.0,2.6,2.6,1.4,7.904761904761905,2.761904761904762,1.5714285714285714
1.6,0.4,1.6,0.0,0.0,0.0,1,13,22,5.0,6.0,2.4,1.8,3.0,5.0,2.0
5.8,1.0,1.0,12.0,0.0,1.0,1,22,13,3.0,12.4,3.4,4.2,3.0,2.0,2.0
19.8,3.0,3.6,14.0,3.0,2.0,1,24,16,2.0,13.4,5.4,2.6,28.0,3.0,8.0
14.2,1.6,6.6,10.0,2.0,7.0,1,13,22,5.0,7.0,3.2,0.8,9.0,4.0,1.0
13.4,4.6,3.0,25.0,1.0,5.0,1,24,16,2.0,12.6,4.8,1.6,9.0,7.0,3.0
21.8,5.6,11.0,33.0,4.0,9.0,1,10,0,1.0,11.6,6.4,1.4,13.791666666666666,8.0,3.1875
8.6,2.6,2.8,17.0,5.0,3.0,1,9,28,3.0,11.8,2.8,1.6,15.0,5.0,1.0
13.0,1.4,4.8,10.0,0.0,2.0,1,24,16,2.0,6.8,2.2,2.8,16.0,4.0,3.0
9.6,2.0,2.8,8.0,3.0,2.0,1,9,28,3.0,13.6,3.4,1.4,7.076923076923077,3.3846153846153846,1.7692307692307692
13.0,1.4,2.4,17.0,1.0,0.0,1,28,9,1.0,16.2,4.2,3.0,9.0,3.0,0.0
28.8,8.2,6.6,35.0,8.0,5.0,1,16,24,1.0,8.0,3.6,1.4,16.0,2.0,6.0
13.0,3.2,3.4,15.0,3.0,4.0,1,9,20,1.0,6.2,2.4,1.0,0.0,2.0,1.0
5.2,1.0,2.8,4.0,1.0,5.0,1,1,3,2.0,6.8,3.2,2.0,0.0,0.0,0.0
9.4,2.6,6.6,6.0,2.0,7.0,1,20,9,3.0,12.6,4.0,1.8,5.869565217391305,5.6521739130434785,2.4347826086956523
17.4,1.4,2.6,19.0,2.0,4.0,1,8,11,2.0,11.4,1.4,1.4,3.0,2.0,0.0
24.8,7.4,18.0,21.0,10.0,22.0,1,25,22,2.0,8.4,6.2,4.8,17.0,21.0,7.0
2.1666666666666665,0.5,0.8333333333333334,2.0,0.0,1.0,1,23,17,7.0,14.4,4.2,4.2,2.1666666666666665,0.8333333333333334,0.5
7.8,0.6,4.6,10.0,1.0,3.0,1,11,8,4.0,8.4,4.0,2.8,0.0,6.0,0.0
11.6,6.0,2.8,17.0,4.0,5.0,1,23,17,2.0,10.8,3.2,3.6,13.0,5.0,11.0
8.6,1.0,4.0,7.0,3.0,4.0,1,22,25,1.0,17.2,3.8,2.8,0.0,0.0,0.0
13.8,3.2,8.0,7.0,1.0,6.0,1,29,27,2.0,11.6,3.6,1.0,15.090909090909092,5.818181818181818,2.4242424242424243
10.6,1.6,4.0,19.0,2.0,2.0,1,4,2,2.0,8.8,6.6,5.4,0.0,0.0,0.0
4.6,1.0,2.0,0.0,1.0,2.0,1,11,8,4.0,9.8,6.4,2.0,2.0,0.0,0.0
15.8,2.6,12.4,25.0,4.0,16.0,1,12,26,2.0,6.6,5.2,3.6,5.0,7.0,2.0
24.8,3.4,4.6,22.0,2.0,7.0,1,18,6,2.0,9.4,1.4,0.8,11.0,0.0,2.0
0.8,0.2,0.4,0.0,0.0,0.0,1,11,8,15.0,12.6,2.0,3.2,0.8,0.5,0.4
28.6,5.6,3.4,21.0,6.0,2.0,1,5,15,2.0,15.8,9.8,4.8,12.0,1.0,5.0
1.0,0.0,0.2,2.0,0.0,0.0,1,29,27,2.0,25.4,6.2,2.6,1.8333333333333333,0.8055555555555556,0.19444444444444445
13.6,5.4,5.2,14.0,5.0,3.0,1,7,19,2.0,15.8,4.0,1.6,27.0,3.0,3.0
21.0,7.6,3.2,16.0,9.0,6.0,1,25,22,2.0,17.6,3.2,2.8,20.0,2.0,6.0
23.8,10.8,6.4,24.0,10.0,6.0,1,12,26,2.0,12.6,4.4,3.8,17.0,3.0,1.0
10.6,3.8,4.6,15.0,4.0,2.0,1,2,4,2.0,14.2,3.4,2.2,17.0,1.0,0.0
12.4,0.2,3.8,14.0,0.0,4.0,1,27,29,2.0,11.4,2.6,4.4,10.522727272727273,4.2727272727272725,0.5681818181818182
8.2,1.2,5.0,1.0,0.0,1.0,1,23,17,4.0,7.8,4.6,2.8,2.0,0.0,0.0
7.6,0.6,6.2,0.0,0.0,5.0,1,18,6,2.0,4.2,3.4,1.4,12.0,6.0,0.0
6.8,1.8,6.0,18.0,1.0,7.0,1,1,3,2.0,3.6,2.8,1.0,4.0,8.0,3.0
1.8,0.6,0.8,2.0,1.0,2.0,1,25,22,2.0,16.4,4.2,7.0,3.6875,2.5,1.3125
5.2,1.6,2.8,3.0,1.0,1.0,1,11,8,4.0,7.8,2.8,1.4,8.0,5.0,1.0
0.4,0.2,0.6,0.0,1.0,2.0,1,11,8,4.0,14.6,3.8,3.2,0.8333333333333334,0.5,0.16666666666666666
11.4,6.0,11.6,4.0,5.0,10.0,1,19,7,2.0,15.4,3.6,6.4,12.0,6.0,5.0
6.6,0.4,5.0,4.0,0.0,5.0,1,25,22,2.0,5.8,3.0,2.0,12.0,7.0,2.0
11.2,4.2,5.0,8.0,4.0,5.0,1,6,18,9.0,13.0,4.2,3.6,7.0,2.0,10.0
19.2,3.2,3.4,6.0,2.0,4.0,1,26,12,4.0,22.0,5.6,6.4,8.0,3.0,3.0
12.0,3.2,4.2,11.0,3.0,2.0,1,15,5,2.0,8.4,4.4,1.6,14.0,9.0,3.0
9.2,0.4,3.2,4.0,0.0,4.0,1,26,12,4.0,12.6,8.6,1.6,17.0,6.0,1.0
6.8,0.6,6.0,5.0,1.0,7.0,1,3,1,2.0,3.6,6.8,1.2,2.0,8.0,1.0
7.4,1.6,4.4,15.0,2.0,8.0,1,2,4,2.0,18.6,6.4,1.8,10.0,4.111111111111111,1.6666666666666667
7.6,5.0,2.8,12.0,5.0,5.0,1,11,8,4.0,10.0,3.8,4.4,2.0,5.0,5.0
1.2,0.8,1.8,0.0,0.0,1.0,1,25,22,2.0,2.8,2.2,1.2,0.0,1.0,2.0
4.4,1.2,1.0,0.0,1.0,2.0,1,22,25,1.0,7.2,1.4,1.4,3.0,2.0,0.0
0.4,0.0,0.8,2.0,0.0,0.0,1,11,8,4.0,8.2,3.8,1.4,2.0,1.0,1.0
1.8,0.0,0.6,0.0,0.0,2.0,1,17,23,2.0,12.6,6.4,4.0,2.5806451612903225,1.064516129032258,0.41935483870967744
18.2,1.0,4.8,14.0,2.0,2.0,1,11,8,4.0,12.4,8.6,1.6,28.0,3.0,1.0
7.6,1.8,2.8,2.0,4.0,3.0,1,9,20,1.0,9.6,5.2,1.0,17.0,3.0,0.0
25.2,5.6,4.6,26.0,8.0,7.0,1,23,17,2.0,26.4,5.6,4.8,44.0,6.0,7.0
19.0,5.0,6.4,17.0,6.0,6.0,1,27,29,2.0,6.2,4.8,2.6,21.585365853658537,6.634146341463414,5.682926829268292
10.0,1.2,2.8,15.0,0.0,2.0,1,29,27,2.0,15.6,2.4,4.8,11.478260869565217,2.9782608695652173,1.5869565217391304
5.4,1.6,3.4,2.0,2.0,0.0,1,9,20,1.0,5.0,1.0,0.6,6.5,3.4166666666666665,1.4166666666666667
13.4,1.8,12.0,12.0,1.0,16.0,1,8,11,2.0,20.6,10.6,4.2,17.0,17.0,0.0
2.4,2.2,1.6,0.0,2.0,1.0,1,2,4,2.0,13.6,3.0,2.6,2.25,0.75,1.55
6.4,1.0,5.4,4.0,0.0,4.0,1,4,2,2.0,6.0,4.4,0.8,0.0,7.0,0.0
9.6,1.8,8.2,6.0,3.0,7.0,1,2,4,2.0,11.8,4.8,1.6,9.911111111111111,7.488888888888889,1.9555555555555555
7.6,1.8,1.8,14.0,4.0,4.0,1,19,7,2.0,13.6,4.4,3.4,13.0,6.0,3.0
13.8,0.8,2.2,16.0,1.0,4.0,1,20,9,3.0,13.0,9.2,4.6,17.0,4.0,1.0
7.4,2.6,1.8,11.0,5.0,0.0,1,8,11,2.0,4.4,1.4,1.6,6.0,2.0,4.0
2.8,0.4,2.2,3.0,2.0,0.0,1,3,1,2.0,5.8,2.0,0.6,7.0,4.0,2.0
2.6,1.0,2.2,6.0,4.0,6.0,1,29,27,2.0,15.8,4.4,2.2,7.78125,4.5,0.9375
8.8,2.8,5.4,10.0,2.0,8.0,1,5,15,2.0,11.4,5.2,2.0,8.5,4.333333333333333,2.9583333333333335
13.6,2.0,7.6,9.0,2.0,5.0,1,29,27,2.0,2.4,1.8,1.4,11.4,8.18,2.22
24.0,5.6,4.4,24.0,8.0,4.0,1,20,9,3.0,13.8,6.6,3.8,13.0,6.0,7.0
4.4,0.4,4.4,11.0,0.0,2.0,1,23,17,2.0,10.6,4.2,2.2,7.0,4.0,2.0
11.4,5.0,12.0,14.0,6.0,12.0,1,20,9,3.0,13.4,6.0,5.4,14.0,14.0,3.0
8.2,1.2,1.6,0.0,0.0,2.0,1,7,19,2.0,8.6,2.0,1.4,4.0,2.0,1.0
19.8,2.4,5.0,28.0,4.0,5.0,1,7,19,2.0,11.8,2.4,2.2,14.0,1.0,2.0
13.4,2.2,9.2,18.0,1.0,10.0,1,17,23,2.0,8.0,4.0,1.6,11.0,10.0,2.0
16.0,2.0,2.8,15.0,3.0,2.0,1,5,15,2.0,11.8,4.0,3.2,14.0,4.0,6.0
21.0,6.0,6.8,19.0,7.0,6.0,1,1,3,2.0,29.2,9.8,5.4,43.0,15.0,10.0
19.6,2.4,6.0,17.0,2.0,8.0,1,1,3,2.0,13.4,5.2,1.2,22.0,7.0,2.0
9.2,1.6,2.8,8.0,2.0,3.0,1,8,11,2.0,13.4,4.2,2.0,25.0,4.0,0.0
1.0,0.8,0.4,3.0,0.0,0.0,1,8,11,2.0,15.0,9.2,2.0,0.7142857142857143,0.2857142857142857,0.7142857142857143
7.6,7.0,3.8,11.0,8.0,0.0,1,26,12,4.0,10.8,7.8,3.6,7.0,9.0,4.0
16.4,5.6,9.2,20.0,2.0,8.0,1,17,23,2.0,11.6,2.8,2.0,35.0,4.0,7.0
6.0,0.4,3.6,9.0,2.0,4.0,1,3,1,2.0,4.2,3.6,0.8,9.0,1.0,2.0
11.4,1.2,2.6,6.0,1.0,2.0,1,12,26,2.0,10.2,4.2,1.4,14.0,2.0,0.0
0.0,0.8,0.0,0.0,1.0,0.0,1,5,15,2.0,4.6,4.8,3.0,0.0,0.0,0.8
6.0,3.4,3.2,3.0,2.0,4.0,1,20,9,3.0,5.8,3.8,1.8,3.0,3.0,4.0
33.6,7.0,3.8,43.0,2.0,3.0,1,22,25,1.0,15.0,3.2,4.0,27.0,2.0,7.0
21.8,4.2,5.2,28.0,4.0,4.0,1,1,3,2.0,16.6,3.4,3.6,19.0,5.0,8.0
3.2,1.0,5.0,0.0,2.0,6.0,1,23,17,2.0,15.6,5.2,4.4,6.0,8.0,4.0
7.2,2.8,4.2,6.0,0.0,2.0,1,9,20,1.0,7.8,3.2,1.8,10.0,2.0,3.0
12.2,3.2,1.2,14.0,2.0,3.0,1,22,25,1.0,5.6,3.0,2.0,14.0,1.0,3.0
12.2,1.4,10.0,11.0,3.0,14.0,1,5,15,2.0,3.2,1.8,1.6,4.0,3.0,0.0
6.2,1.0,3.2,4.0,1.0,4.0,1,8,11,2.0,7.6,6.0,1.4,4.0,0.0,0.0
24.4,6.4,1.4,20.0,6.0,1.0,1,19,7,2.0,14.2,8.8,5.4,23.0,3.0,17.0
17.8,5.4,4.4,18.0,6.0,6.0,1,7,19,2.0,10.8,3.6,2.0,20.0,4.0,7.0
4.2,1.0,5.8,6.0,1.0,4.0,1,8,11,2.0,4.4,7.0,2.2,2.0,13.0,4.0
4.6,1.0,3.2,5.0,2.0,2.0,1,5,15,2.0,7.2,1.8,1.0,0.0,0.0,0.0
3.0,0.2,4.0,9.0,0.0,5.0,1,29,27,2.0,2.6,0.6,0.8,4.857142857142857,4.642857142857143,1.0714285714285714
27.6,5.6,3.6,23.0,4.0,5.0,1,17,23,2.0,24.2,9.0,4.0,24.0,4.0,6.0
9.2,2.0,4.2,8.0,3.0,5.0,1,1,3,2.0,4.8,3.4,1.8,7.0,6.0,1.0
8.0,0.8,1.4,0.0,0.0,1.0,1,4,2,2.0,11.8,4.6,2.8,0.0,1.0,0.0
7.6,1.8,4.0,2.0,1.0,2.0,1,8,11,2.0,13.4,3.4,1.6,10.0,4.0,2.0
3.0,1.6,6.6,6.0,2.0,11.0,1,9,20,1.0,6.0,3.4,2.0,3.0,9.0,1.0
4.0,3.0,1.4,5.0,5.0,2.0,1,27,29,2.0,12.2,5.0,3.2,5.869565217391305,1.173913043478261,3.5869565217391304
9.0,0.8,2.4,9.0,2.0,5.0,1,11,8,4.0,6.4,2.0,0.0,9.0,1.0,0.0
21.8,3.6,5.6,26.0,4.0,8.0,1,4,2,2.0,18.2,4.2,2.0,21.0,3.0,2.0
9.8,1.8,5.6,9.0,1.0,3.0,1,25,22,2.0,10.2,8.2,3.6,11.979166666666666,7.0625,1.375
11.8,2.2,4.6,16.0,2.0,7.0,1,22,25,1.0,4.2,2.2,1.0,3.0,4.0,0.0
4.0,0.6,1.2,5.0,1.0,0.0,1,4,2,2.0,11.0,4.2,2.4,5.333333333333333,1.6666666666666667,1.4444444444444444
9.0,5.6,3.4,4.0,4.0,4.0,1,17,23,2.0,13.6,4.0,3.0,3.0,4.0,3.0
10.8,2.2,2.8,23.0,4.0,3.0,1,6,18,2.0,16.8,4.0,3.0,12.0,1.0,2.0
37.4,6.2,4.0,35.0,1.0,5.0,1,20,9,3.0,16.4,4.2,3.8,35.0,9.0,5.0
5.6,1.2,3.0,3.0,0.0,0.0,1,26,12,4.0,8.6,2.6,2.0,9.0,2.0,1.0
2.6,1.2,3.4,0.0,0.0,0.0,1,12,26,4.0,13.0,3.2,1.2,5.0,0.0,0.0
21.2,4.8,3.2,28.0,6.0,5.0,1,19,7,2.0,7.8,4.4,2.4,14.0,2.0,6.0
0.8,0.6,0.8,0.0,0.0,0.0,1,27,29,4.0,18.2,4.8,5.0,0.6470588235294118,0.5882352941176471,0.6470588235294118
8.4,2.0,2.0,5.0,1.0,2.0,1,17,23,2.0,0.8,0.8,0.6,0.0,0.0,0.0
11.8,2.8,2.4,17.0,2.0,2.0,1,3,1,2.0,12.8,3.8,4.2,7.0,4.0,6.0
3.0,0.8,1.6,0.0,0.0,1.0,1,1,3,2.0,19.8,5.6,2.2,2.7142857142857144,1.9285714285714286,0.7857142857142857
18.6,0.4,9.8,19.0,0.0,10.0,1,15,5,2.0,4.2,3.4,1.2,8.428571428571429,5.714285714285714,0.7428571428571429
27.6,9.4,5.8,22.0,7.0,3.0,1,8,11,2.0,22.0,4.4,6.2,20.0,4.0,9.0
16.6,0.6,5.4,18.0,0.0,7.0,1,7,19,2.0,8.0,3.8,0.4,19.40909090909091,6.454545454545454,1.4545454545454546
18.4,7.6,3.2,13.0,9.0,1.0,1,9,20,4.0,19.8,3.0,3.8,36.0,5.0,7.0
16.0,4.8,3.4,9.0,0.0,3.0,1,3,1,10.0,11.6,6.0,2.0,14.0,0.0,1.0
17.0,2.8,4.2,15.0,4.0,3.0,1,15,5,2.0,10.0,4.2,2.8,23.0,3.0,1.0
10.0,2.0,2.2,6.0,4.0,2.0,1,7,19,2.0,10.234234234234235,3.772972972972973,2.344144144144144,12.333333333333334,4.733333333333333,3.066666666666667
19.0,3.8,5.6,14.0,3.0,7.0,1,18,6,2.0,11.8,4.2,1.4,24.0,10.0,4.0
14.2,2.8,4.6,16.0,5.0,4.0,1,29,27,2.0,16.0,6.2,4.2,12.553191489361701,5.0638297872340425,3.5106382978723403
7.4,8.0,5.2,6.0,7.0,5.0,1,2,4,12.0,8.2,7.6,5.0,10.0,9.0,5.0
1.8,1.2,2.2,4.0,4.0,3.0,1,15,5,2.0,4.4,4.6,1.0,0.0,5.0,1.0
5.6,0.8,4.2,9.0,0.0,7.0,1,18,6,2.0,17.4,8.6,1.2,13.0,7.0,1.0
3.4,0.6,4.2,6.0,0.0,3.0,1,20,9,3.0,7.2,2.6,1.4,4.0,0.0,1.0
14.0,2.6,6.0,12.0,2.0,9.0,1,27,29,2.0,7.4,1.0,2.4,8.38888888888889,3.7777777777777777,1.5555555555555556
9.6,1.8,2.2,12.0,0.0,1.0,1,6,18,2.0,6.4,2.2,1.0,21.0,5.0,2.0
4.4,0.0,1.0,5.0,0.0,0.0,1,15,5,2.0,10.6,4.2,2.2,3.8484848484848486,1.4848484848484849,0.9393939393939394
8.8,0.8,4.2,20.0,1.0,5.0,1,6,18,2.0,9.2,3.8,1.0,1.0,4.0,1.0
4.2,0.4,1.0,3.0,0.0,1.0,1,1,3,2.0,9.2,3.6,1.4,3.0,1.0,0.0
2.4,0.6,1.8,0.0,0.0,1.0,1,22,25,1.0,11.8,3.2,2.2,2.142857142857143,1.4285714285714286,0.42857142857142855
2.4,0.6,0.8,4.0,1.0,1.0,1,25,22,4.0,15.0,5.4,3.8,2.0,5.0,0.0
5.0,0.6,2.4,2.0,0.0,1.0,1,27,29,2.0,15.2,4.6,1.2,10.304347826086957,3.739130434782609,1.6304347826086956
4.8,0.5,1.5,2.0,0.0,0.0,1,17,23,4.0,4.6,3.4,0.8,4.8,1.5,0.5
2.8,1.0,1.4,7.0,3.0,3.0,1,27,29,4.0,6.4,5.2,1.0,7.7272727272727275,2.393939393939394,1.4545454545454546
17.4,7.0,3.4,30.0,7.0,1.0,1,25,22,2.0,20.0,3.4,4.0,35.0,3.0,4.0
4.6,1.0,4.0,5.0,2.0,5.0,1,4,2,2.0,12.4,2.0,3.0,5.388888888888889,2.9444444444444446,1.1666666666666667
1.8,0.2,0.6,0.0,0.0,0.0,1,1,3,2.0,11.4,1.2,0.8,3.0,1.0,0.0
18.2,3.2,8.4,20.0,5.0,8.0,1,22,25,1.0,12.4,3.6,1.2,16.842105263157894,7.842105263157895,2.4210526315789473
8.2,1.8,3.6,7.0,2.0,5.0,1,11,8,4.0,8.2,3.2,1.4,7.0,5.0,0.0
4.0,0.4,5.2,4.0,0.0,6.0,1,7,19,4.0,14.0,2.0,1.2,0.0,5.0,1.0
20.6,3.2,11.4,20.0,2.0,12.0,1,26,12,4.0,19.0,6.4,5.4,27.0,9.0,5.0
10.2,2.0,3.6,18.0,0.0,6.0,1,23,17,2.0,14.4,4.6,1.4,18.0,5.0,1.0
18.8,3.2,6.2,15.0,4.0,5.0,1,19,7,2.0,30.2,3.0,2.0,40.0,5.0,4.0
7.8,2.6,3.6,7.0,1.0,1.0,1,29,27,2.0,12.6,1.2,3.4,8.607843137254902,3.8823529411764706,3.8823529411764706
23.0,1.4,4.4,17.0,1.0,2.0,1,25,22,2.0,16.2,5.4,2.6,18.0,5.0,1.0
16.6,3.6,3.4,17.0,6.0,6.0,1,26,12,4.0,14.0,3.8,3.4,15.0,4.0,4.0
7.4,4.4,2.4,0.0,3.0,3.0,1,18,6,2.0,6.0,2.2,4.2,2.0,1.0,5.0
9.8,0.8,5.0,0.0,2.0,6.0,1,8,11,2.0,4.8,2.8,2.6,8.0,7.0,3.0
19.4,7.2,9.6,21.0,8.0,11.0,1,27,29,2.0,13.0,4.6,3.6,19.974358974358974,7.743589743589744,6.384615384615385
10.6,1.6,5.0,7.0,2.0,7.0,1,9,20,1.0,14.6,5.4,2.2,4.0,2.576923076923077,1.1538461538461537
10.2,4.2,4.2,15.0,3.0,4.0,1,1,3,2.0,14.0,5.0,1.8,6.0,4.0,2.0
9.2,1.0,6.4,12.0,1.0,10.0,1,2,4,2.0,15.8,2.8,6.4,8.033333333333333,6.033333333333333,1.5333333333333334
5.0,0.6,4.8,4.0,1.0,6.0,1,22,25,1.0,11.0,4.4,0.8,3.0,2.8333333333333335,0.3055555555555556
17.0,2.0,4.8,19.0,3.0,2.0,1,9,20,1.0,13.8,5.8,3.4,16.0,5.0,2.0
14.8,1.8,8.2,10.0,2.0,8.0,1,17,23,2.0,6.2,2.4,2.0,11.0,3.0,2.0
12.0,4.2,3.0,9.0,4.0,2.0,1,23,17,2.0,10.2,2.2,3.0,17.35135135135135,3.3783783783783785,3.4324324324324325
21.2,3.8,12.6,24.0,1.0,11.0,1,19,7,2.0,9.6,7.4,3.8,30.0,15.0,4.0
20.2,2.4,10.4,19.0,3.0,9.0,1,6,18,2.0,6.4,5.8,0.8,14.0,14.0,2.0
0.2,1.6,3.6,0.0,0.0,1.0,1,5,15,2.0,15.4,3.6,2.6,1.6538461538461537,2.9615384615384617,0.6923076923076923
4.8,1.2,1.0,0.0,1.0,1.0,1,3,1,2.0,6.6,3.0,0.6,3.0,3.0,1.0
3.6,0.2,1.0,6.0,0.0,0.0,1,19,7,2.0,16.2,3.4,3.8,2.736842105263158,0.7894736842105263,0.42105263157894735
13.0,3.0,2.8,10.0,3.0,2.0,1,2,4,2.0,8.0,3.4,1.8,0.0,3.0,1.0
16.8,6.2,4.0,15.0,6.0,6.0,1,29,27,2.0,2.6,1.4,0.4,20.84090909090909,3.090909090909091,4.863636363636363
5.6,0.8,1.6,5.0,1.0,1.0,1,20,9,3.0,3.0,4.2,0.8,2.0,4.0,2.0
12.6,3.8,6.4,14.0,3.0,5.0,1,22,25,1.0,12.0,3.6,2.4,8.0,1.0,3.0
6.4,1.2,4.0,5.0,0.0,2.0,1,2,4,2.0,9.8,4.2,2.8,4.0,2.0,2.0
3.2,1.0,3.6,5.0,2.0,7.0,1,6,18,2.0,5.0,2.8,1.4,1.3181818181818181,1.7272727272727273,0.5909090909090909
1.0,1.0,2.0,0.0,1.0,1.0,1,23,17,7.0,9.0,3.2,1.4,11.0,3.0,1.0
3.2,0.0,1.4,6.0,0.0,1.0,1,12,26,7.0,5.2,2.8,2.0,2.0,6.0,3.0
6.8,4.8,1.0,7.0,4.0,0.0,1,27,29,2.0,17.0,4.0,3.8,6.340909090909091,1.9318181818181819,4.613636363636363
9.2,2.8,4.6,9.0,3.0,5.0,1,15,5,4.0,5.6,2.8,1.0,10.263157894736842,4.7894736842105265,3.526315789473684
6.6,0.6,2.2,8.0,0.0,0.0,1,2,4,44.0,17.4,5.2,3.6,10.0,4.0,1.0
2.2,0.6,1.8,4.0,1.0,1.0,1,27,29,2.0,10.0,5.4,0.8,3.0,2.235294117647059,0.9411764705882353
4.4,1.4,2.8,13.0,2.0,4.0,1,3,1,2.0,5.2,1.6,1.2,3.0,1.0,1.0
2.0,0.8,1.4,0.0,1.0,0.0,1,8,11,2.0,16.8,5.0,2.4,4.310344827586207,2.5172413793103448,1.0
27.2,3.8,6.2,24.0,5.0,4.0,1,23,17,2.0,6.0,2.6,1.2,26.923076923076923,6.076923076923077,4.17948717948718
14.4,4.2,12.2,26.0,9.0,10.0,1,15,5,2.0,16.6,6.4,5.4,16.0,13.0,6.0
4.2,1.4,2.2,3.0,2.0,3.0,1,26,12,4.0,6.6,2.0,0.6,4.0,4.0,1.0
24.0,4.4,9.2,31.0,2.0,7.0,1,18,6,2.0,7.0,3.4,0.4,23.266666666666666,7.866666666666666,4.933333333333334
12.8,3.6,3.0,8.0,9.0,3.0,1,6,18,2.0,23.4,3.4,3.4,20.0,5.0,4.0
